Full Name,Primary Company,Founding Time,Previous startups?,Consulting before start-up,Standardized University,Standardized Major,Degree Type,Graduate Degree Time,Standardized Graduate Institution,Standardized Graduate Studies,Graduate Diploma,Ever served as TA/Teacher/Professor/Mentor?,Years of Employment,Worked as product manager/director/head/VP?,Worked at Google?,Worked at Microsoft?,Worked in Sales?,Stanford or Berkeley,Ivy League,Crunchbase,LinkedIn
Maxim Lobovsky,Formlabs,2011.0,0.0,0.0,Cornell University,Engineering,BS,2009.0,Massachusetts Institute of Technology,Media,MS,1.0,6.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/maxim-lobovsky,http://www.linkedin.com/pub/maxim-lobovsky/7/422/b20
Daniela Perdomo,GoTenna,2012.0,0.0,0.0,Tufts University,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/daniela-perdomo-2,https://www.linkedin.com/in/danielaperdomo
Adam Odessky,Sense.ly,2013.0,0.0,0.0,University of Illinois Urbana-Champaign,Computer Science,BS,2006.0,University of San Francisco,Business,MBA,0.0,14.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/adam-odessky,http://www.linkedin.com/in/adamodessky
Blake Hall,ID.me,2010.0,0.0,1.0,Vanderbilt University,Economics,BS,2008.0,Harvard University,Business,MBA,1.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/blake-hall,https://www.linkedin.com/pub/blake-hall/1/8b6/45b
Aaron Gowell,SilverRail Technologies,2009.0,0.0,1.0,Northeastern University,Business,BA,,,,,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/aaron-gowell,http://www.linkedin.com/profile/view?id=7746825
Javier de la Torre,CARTO,2012.0,1.0,1.0,Universidad Politécnica de Madrid,,,2002.0,Freie Universität Berlin,Biology,,1.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/javier-de-la-torre,http://www.linkedin.com/in/jatorre
Patrick Bosworth,Duetto,2010.0,0.0,0.0,University of San Diego,Political Science,BA,2005.0,Harvard University,Business,MBA,0.0,8.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/patrick-bosworth,http://www.linkedin.com/in/ptbosworth
Liang Lu,5miles,2014.0,1.0,0.0,University of Science and Technology of China,Physics,BS,2001.0,Southern Methodist University,Physics,PhD,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/liang-lu,https://www.linkedin.com/in/sixwings/
George Bousis,Raise Marketplace,2013.0,1.0,0.0,DePaul University,Political Science,BS,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/george-bousis,http://www.linkedin.com/in/gbousis
Reza Mohsin,Speakeasy,2014.0,1.0,0.0,Ohio Wesleyan University,Computer Science,BA,1993.0,California Institute of Technology,Computer Science,BSc,0.0,12.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/reza-mohsin,https://www.linkedin.com/in/rezamohsin/
Rujul Zaparde,FlightCar,2012.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rujul-zaparde,http://www.linkedin.com/in/rujulz
Jay Radia,Yieldify,2013.0,0.0,0.0,UCL,Economics,BS,,,,,0.0,12.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/jay-radia,https://www.linkedin.com/in/jayradia
Benzi Ronen,Farmigo,2009.0,1.0,0.0,Tel-Aviv University,Sociology,BA,1996.0,University of Michigan,Business,MBA,1.0,8.0,1.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/benzi-ronen,http://www.linkedin.com/in/benzironen
Tim Weingarten,The Hunt,2011.0,0.0,0.0,University of Pennsylvania,,,,,,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/tim-weingarten,http://www.linkedin.com/pub/tim-weingarten/1/a17/421
Glen Coates,Handshake,2010.0,0.0,0.0,UNSW,Computer Science,BS,,,,,1.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/glen-coates,https://www.linkedin.com/in/glcoates
Zachary Goldstein,Thanx,2012.0,0.0,1.0,Dartmouth College,Political Science,BA,2009.0,Stanford University,Business,MBA,0.0,4.0,0.0,0.0,0.0,1.0,0,1,https://www.crunchbase.com/person/zachary-goldstein,http://www.linkedin.com/in/zgoldstein
Kevin Lustig,Scientist.com (formerly Assay Depot),2007.0,2.0,0.0,Cornell University,Biology,BA,1997.0,Harvard University,Biology,PhD,1.0,0.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/kevin-lustig,https://www.linkedin.com/in/lustigkevin
David Ronick,Stash,2014.0,3.0,1.0,Brown University,History,BA,1992.0,Harvard University,Business,MBA,1.0,2.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/david-ronick,https://www.linkedin.com/in/davidronick
Osama Elkady,INCORTA,2013.0,0.0,0.0,Ain Shams University,Computer Science,BS,,,,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/osama-elkady,
Alejandro Cosentino,Afluenta,2010.0,0.0,1.0,Instituto San José de Flores,Business,,,,,,0.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/alejandro-cosentino,https://www.linkedin.com/in/alejandrocosentino
Erik Fairbairn,Pod Point,2009.0,1.0,0.0,University of Sheffield,Mechanical Engineering,BE,2016.0,Stanford University,Business,,0.0,10.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/erik-fairbairn,https://www.linkedin.com/in/erikfairbairn
Damian Kimmelman,DueDil,2010.0,0.0,0.0,,,,2001.0,University of St. Andrews,International Relations,MS,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/damian-kimmelman,http://www.linkedin.com/in/damiankimmelman
Jeff Flowers,SageCloud,2012.0,2.0,0.0,Georgia Institute of Technology,Computer Science,BS,1979.0,Northeastern University,Business,MBA,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jeff-flowers,http://www.linkedin.com/pub/jeff-flowers/1a/a94/a40
Nathan Burba,Survios,2013.0,0.0,1.0,Ithaca College,Computer Science,BA,2011.0,University of Southern California,Media,MA,1.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nathan-burba,https://www.linkedin.com/in/burba
Brandon Rodman,Weave,2008.0,0.0,0.0,Brigham Young University,Business,BS,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brandon-rodman,https://www.linkedin.com/in/brandonrodman
Eldar Tuvey,Wandera,2012.0,1.0,0.0,University of Bristol,Economics,BS,1996.0,INSEAD,Business,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/eldar-tuvey,https://www.linkedin.com/in/eldar-tuvey-452133
Spencer Kimball,Cockroach Labs,2015.0,0.0,0.0,University of California Berkeley,Computer Science,BA,,,,,0.0,10.0,0.0,1.0,0.0,0.0,1,0,https://www.crunchbase.com/person/spencer-kimball,https://www.linkedin.com/in/spencerwkimball
Toby Olshanetsky,prooV,2014.0,6.0,0.0,Tel Aviv University,Electrical Engineering,BS,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/toby-olshanetsky,https://il.linkedin.com/in/toby-olshanetsky-3519152
Brett Schulman,Cava Grill,2010.0,0.0,0.0,University of Maryland College Park,,,,,,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brett-schulman,
Scott Crouch,Mark43,2012.0,0.0,0.0,Harvard University,Electrical Engineering,BS,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/scott-crouch,https://www.linkedin.com/in/scottecrouch
Lisa Gersh,Goop Inc.,2014.0,1.0,0.0,SUNY Binghamton,Political Science,BA,1980.0,Rutgers University,Law,JD,0.0,15.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/lisa-gersh,https://www.linkedin.com/pub/lisa-gersh/34/7a5/a10
Narges Bani Asadi,Bina Technologies,2011.0,0.0,0.0,University of Tehran,Computer Science,BS,2006.0,Stanford University,Electrical Engineering,PhD,1.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/narges-bani-asadi,http://www.linkedin.com/pub/narges-bani-asadi/4/5b9/1a4
Assaf Resnick,BigPanda,2012.0,0.0,0.0,University of California Berkeley,Business,BS,,,,,0.0,9.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/assaf-resnick,https://www.linkedin.com/in/assafresnick
Timothy Chi,WeddingWire,2006.0,1.0,0.0,Cornell University,Operations Research,BS,2003.0,Tufts University,Opreations Research,MS,0.0,0.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/timothy-chi,http://www.linkedin.com/in/timothychi
Seth Lieberman,SnapApp,2011.0,0.0,1.0,Carleton College,Economics,BA,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/seth-lieberman,https://www.linkedin.com/in/sethwlieberman
Jud Bowman,Appia,2008.0,2.0,0.0,North Carolina School of Science and Mathematics,,,1999.0,Stanford University,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jud-bowman,https://www.linkedin.com/in/judbowman
Sean Grundy,Bevi,2013.0,0.0,0.0,Princeton University,Philosophy,,,Massachusetts Institute of Technology,Business,MBA,0.0,5.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/sean-grundy,http://www.linkedin.com/in/seangrundy
Matiss Ansviesulis,Creamfinance,2015.0,1.0,0.0,Lancaster University,Business,BS,2015.0,,,,1.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/matiss-ansviesulis,http://lv.linkedin.com/pub/matiss-ansviesulis/a/b07/567
Oren Levy,Zooz,2010.0,0.0,0.0,Shenkar College of Engineering,Opreations Research,BE,2007.0,IDC Herzliya,Business,MBA,0.0,19.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/oren-levy-2,https://www.linkedin.com/in/levyoren
John West,Whistle Sports,2009.0,2.0,0.0,Worcester Polytechnic Institute,Engineering,BS,1993.0,Harvard University,Business,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/john-west-2,https://www.linkedin.com/pub/john-west/20/a39/175
Juha Koponen,Swap.com,2008.0,0.0,0.0,Teknillinen korkeakoulu,Physics,MS,1995.0,Teknillinen korkeakoulu,Physics,PhD,1.0,14.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/juha-koponen,http://www.linkedin.com/in/juhakoponen
Tony Mamone,Livingly Media,2005.0,0.0,1.0,Dartmouth College,Engineering,BE,2004.0,Stanford University,Business,MS,1.0,9.0,1.0,0.0,0.0,1.0,0,1,https://www.crunchbase.com/person/tony-mamone,
Alberto Sheinfeld,Payfully,2015.0,1.0,0.0,Universidad Católica Andrés Bello,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/alberto-sheinfeld,https://www.linkedin.com/in/albertosheinfeld
Javier Soltero,Acompli,2013.0,1.0,0.0,Carnegie Mellon University,Computer Science,BS,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/javier-soltero,http://www.linkedin.com/in/jsoltero
Avner Ronen,Boxee,2007.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/avner-ronen,http://www.linkedin.com/in/avneron
Denise Thomas,ApplePie Capital,2014.0,0.0,0.0,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/denise-thomas,https://www.linkedin.com/in/denisethomasapc
Jason Oberfest,Mango Health,2012.0,0.0,1.0,Colby College,,BA,,,,,1.0,11.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/jason-oberfest,https://www.linkedin.com/in/jasonoberfest
Babur Ozden,Maana,2012.0,0.0,0.0,University of Texas Austin,Computer Science,BA,,Rice University,Business,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/babur-ozden-2,http://www.linkedin.com/in/baburozden
Jim Gilliam,NationBuilder,2009.0,1.0,0.0,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jim-gilliam,http://www.linkedin.com/in/jimgilliam
Gregory Mark,Markforged,2013.0,1.0,0.0,Massachusetts Institute of Technology,Engineering,BS,2003.0,Massachusetts Institute of Technology,Engineering,MS,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/gregory-mark,https://www.linkedin.com/in/gregory-mark-0353354
James Foster,ZeroFOX,2013.0,0.0,0.0,University of Maryland College Park,Computer Science,,2003.0,University of Pennsylvania,Business,,1.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/james-foster,http://www.linkedin.com/in/jamescfoster
Sam Chandler,Nitro,2005.0,2.0,0.0,RMIT University,,BA,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sam-chandler,http://www.linkedin.com/in/chandlersam
Daniel Hegarty,Habito,2015.0,0.0,0.0,,,,,,,,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/daniel-hegarty,
Alex Freedland,Mirantis,2012.0,2.0,0.0,Gubkin Russian State University of Oil and Gas,Mathematics,BS,1988.0,Santa Clara University,Computer Science,MS,0.0,8.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/alexander-freedland,http://www.linkedin.com/pub/alex-freedland/0/12b/b42
Inder Singh,Kinsa,2012.0,1.0,1.0,University of Michigan,Engineering,BS,,Massachusetts Institute of Technology,Business,MBA,0.0,1.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/inder-singh,http://www.linkedin.com/in/singhinder
Chandran Sankaran,Zyme Solutions,2004.0,0.0,1.0,Indian Institute of Technology Madras,,BA,1983.0,Yale University,Computer Science,MS,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/chandran-sankaran,http://www.linkedin.com/pub/chandran-sankaran/0/119/30b
Dan Hu,Omni Prime Inc.,2014.0,0.0,1.0,Tsinghua University,Engineering,BE,2009.0,Stanford University,Business,MBA,0.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/dan-hu,https://www.linkedin.com/in/danhu
Sajith Wickramasekara,Benchling,2012.0,0.0,0.0,Massachusetts Institute of Technology,Electrical Engineering,BS,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sajith-wickramasekara,https://www.linkedin.com/in/sajithw
Eric Greenberg,Wrap Media,2013.0,3.0,1.0,University of Texas Austin,Business,BA,,,,,1.0,3.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/eric-greenberg-2,http://www.linkedin.com/pub/eric-greenberg/0/15/315
Erik Eliason,storefront,2012.0,1.0,0.0,University of Minnesota,Business,BS,,Harvard University,Business,MBA,0.0,9.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/erik-eliason,http://www.linkedin.com/in/erikeliason
Nicholas Rellas,Drizly,2012.0,0.0,0.0,Boston College,Business,BS,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nicholas-rellas,http://www.linkedin.com/pub/nicholas-rellas/17/982/bba
Brian NeSmith,Arctic Wolf Networks,2012.0,0.0,1.0,Massachusetts Institute of Technology,Electrical Engineering,BS,,,,,0.0,11.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brian-nesmith,http://www.linkedin.com/pub/brian-nesmith/38/490/a4b
John Ham,Ustream,2006.0,0.0,0.0,United States Military Academy at West Point,Engineering,BS,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/john-ham,
Ben Katz,CARD.com,2012.0,0.0,1.0,University of Pennsylvania,Biology,BS,2000.0,University of Pennsylvania,Business,MBA,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ben-katz,http://www.linkedin.com/in/meetbenkatz
Omer Artun,AgilOne,2006.0,0.0,1.0,Bo�?aziçi University,Electrical Engineering,BS,1994.0,Brown University,Physics,PhD,1.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/omer-artun,http://www.linkedin.com/in/omerartun
Manan Khurma,CueLearn/Cuemath,2013.0,1.0,0.0,Indian Institute of Technology Delhi,Electrical Engineering,BE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/manan-khurma,
Michael Huang,Glow,2012.0,0.0,0.0,University of Georgia,Mathematics,BS,,North Carolina State University,Opreations Research,MS,0.0,14.0,1.0,1.0,0.0,0.0,0,0,https://www.crunchbase.com/person/michael-huang,http://www.linkedin.com/in/mikekhuang
Asi Sharabi,Wonderbly,2014.0,1.0,0.0,,,,,London School of Economics,Psychology,PhD,1.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/asi-sharabi,https://www.linkedin.com/in/asisharabi
Brian Berger,BDB Ventures,2011.0,1.0,1.0,University of Colorado Boulder,Political Science,BA,2001.0,Columbia University,Business,MBA,0.0,5.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/brian-berger,https://www.linkedin.com/in/brian-berger-7101aa
Benny De-Kalo,Worthy,2014.0,1.0,0.0,New York University,Business,BS,1993.0,Columbia University,Business,MBA,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/benny-de-kalo,https://www.linkedin.com/company/worthy-com
Ari Tulla,BetterDoctor,2011.0,0.0,0.0,,,,1998.0,,Business,MS,1.0,9.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ari-tulla,http://www.linkedin.com/in/aritulla
Phil Harris,Geofeedia,2011.0,1.0,0.0,Ohio State University,Business,BS,,Harvard University,Business,MBA,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/phil-harris,http://www.linkedin.com/pub/phil-harris/43/65b/679
Bonnie Crater,Full Circle Insights,2011.0,0.0,1.0,Princeton University,Biology,BA,,,,,1.0,16.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/bonnie-crater,https://www.linkedin.com/pub/bonnie-crater/1/b05/62b
Matt Zitzmann,Kamcord,2012.0,0.0,0.0,Massachusetts Institute of Technology,Electrical Engineering,BS,,,,,0.0,4.0,1.0,1.0,0.0,0.0,0,0,https://www.crunchbase.com/person/matt-zitzmann,http://www.linkedin.com/in/mattzitzmann
Matthew Bellows,Yesware,2010.0,1.0,0.0,Brown University,Biology,,1997.0,Babson College,Business,MBA,0.0,4.0,0.0,0.0,0.0,1.0,0,1,https://www.crunchbase.com/person/matthew-bellows,http://www.linkedin.com/in/mbellows
Paul Albright,Captora,2012.0,0.0,0.0,James Madison University,Computer Science,BS,,,,,0.0,14.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/paul-albright-2,http://www.linkedin.com/pub/paul-albright/3/37b/690
Martin Floreani,FloSports,2006.0,0.0,0.0,California Polytechnic State University San Luis Obispo,Mechanical Engineering,BS,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/martin-floreani,http://www.linkedin.com/pub/martin-floreani/6/213/a68
Hugo Fiennes,Electric Imp,2011.0,0.0,0.0,University of Warwick,Computer Science,,,,,,0.0,5.0,0.0,1.0,0.0,0.0,0,0,https://www.crunchbase.com/person/hugo-fiennes,https://www.linkedin.com/in/hugo-fiennes-1103a3
Eli Singer,Jethro,2012.0,1.0,1.0,Pace University,Operations Research,BS,,,,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/eli-singer,http://www.linkedin.com/in/singereli
Tal Weiss,OverOps,2012.0,1.0,0.0,,,,,,,,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/tal-weiss,http://www.linkedin.com/in/talws
Ross Shanken,Jornaya,2011.0,0.0,0.0,Haverford College,Political Science,BS,,,,,0.0,17.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ross-shanken,https://www.linkedin.com/in/rossshanken
Don Spear,OpenSesame,2011.0,1.0,0.0,Rice University,Electrical Engineering,BS,1984.0,Harvard University,Business,MBA,0.0,13.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/don-spear,http://www.linkedin.com/in/donspear
Fred Shilmover,InsightSquared,2010.0,0.0,0.0,Tufts University,International Relations,BA,2008.0,Harvard University,Business,MBA,0.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/fred-shilmover,http://www.linkedin.com/in/fredshilmover
Chris Giordano,MiMedia,2010.0,0.0,0.0,Bowdoin College,Economics,MA,,,,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/chris-giordano,http://www.linkedin.com/pub/christopher-giordano/0/4b/433
Mark T. Lynn,DSTLD,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mark-t-lynn,http://www.linkedin.com/pub/mark-lynn/2/a68/3b3
Jason Brown,Tally Technologies,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jason-brown-11,https://www.linkedin.com/in/mrbrown
Demet Suzan Mutlu,Trendyol Group,,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/demet-suzan-mutlu,http://www.linkedin.com/in/demetmutlu
Wen Chu,GWC,2008.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/wen-chu,
Ran Sarig,Datorama,2012.0,1.0,0.0,,,,,,,,0.0,16.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ran-sarig,http://www.linkedin.com/in/sarig
Asaf Somekh,iguazio,2015.0,0.0,0.0,Israel Institute of Technology,Computer Science,BS,2000.0,IMD Business School,Business,MBA,0.0,17.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/asaf-somekh-2,https://www.linkedin.com/in/asafsomekh/
Michael Carvin,SmartAsset,2011.0,1.0,0.0,Princeton University,Economics,BA,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/michael-carvin,http://www.linkedin.com/pub/michael-carvin/2a/569/531
Andrej Henkler,Leblon Capital,2011.0,1.0,0.0,,,,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/andrej-henkler,https://de.linkedin.com/in/andrej-henkler-021993
Amit Chatterjee,Leap Commerce,2011.0,2.0,1.0,,,,,,,,0.0,11.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/amit-chatterjee,http://www.linkedin.com/in/theamitchatterjee
Bob Richards,"Moon Express, Inc.",2010.0,4.0,0.0,Ryerson University,Operations Research,BE,1983.0,Cornell University,Engineering,MEng,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/bob-richards-3,http://www.linkedin.com/in/robertdrichards
Ethan Song,Frank & Oak,2012.0,0.0,1.0,University of British Columbia,Engineering,BA,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ethan-song,https://ca.linkedin.com/in/ethansong
Jay Desai,PatientPing,2013.0,0.0,0.0,University of Michigan,,,,University of Pennsylvania,Business,MBA,0.0,7.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/jay-desai-2,https://www.linkedin.com/in/jdesai01
Kumar Mehta,Versa Networks,2012.0,0.0,0.0,IIT Kharagpur,Engineering,BE,2011.0,Stanford University,Business,Executive Education,0.0,8.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/kumar-mehta-2,https://www.linkedin.com/pub/kumar-mehta/59/332/737
Saki Dodelson,Achieve3000,2000.0,0.0,0.0,,,,,Tel Aviv University,Business,MBA,0.0,12.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/saki-dodelson,http://www.linkedin.com/pub/saki-dodelson/25/2/b27
Brian Schechter,HowAboutWe,2009.0,0.0,0.0,Marlboro College,Philosophy,BA,2002.0,Lesley University,Education,MA,1.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brian-schechter,http://www.linkedin.com/pub/brian-schechter/16/2ba/182
Tony Zhao,Agora.io,2014.0,1.0,0.0,Peking University,,,,,,,0.0,7.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/tony-zhao,
David Soloff,Premise,2012.0,1.0,0.0,Columbia University,English,BA,,University of California Berkeley,Economics,PhD,0.0,8.0,1.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/david-soloff,http://www.linkedin.com/in/davidsoloff
Alex Gorelik,Waterline Data,2013.0,2.0,1.0,Columbia University,Computer Science,BS,1987.0,Stanford University,Computer Science,MS,0.0,11.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/alex-gorelik,https://www.linkedin.com/in/gorelikalex
Jeffrey Marrazzo,Spark Therapeutics,2011.0,0.0,0.0,University of Pennsylvania,Economics,BA,,University of Pennsylvania,Business,MBA,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jeffrey-d-marrazzo,https://www.linkedin.com/in/jeffreydmarrazzo
Georg Petschnigg,FiftyThree,2011.0,1.0,0.0,Columbia University,Computer Science,BS,2001.0,Stanford University,Design,MEng,0.0,8.0,1.0,0.0,1.0,0.0,0,1,https://www.crunchbase.com/person/georg-petschnigg,https://www.linkedin.com/in/georgp
Amit Narayan,Autogrid,2010.0,2.0,0.0,Indian Institute of Technology Kanpur,Electrical Engineering,BE,1993.0,University of California Berkeley,Electrical Engineering,PhD,1.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/amit-narayan,http://www.linkedin.com/in/amitnarayan
Vinicius Vacanti,YipitData,2007.0,0.0,0.0,Harvard University,Mathematics,BA,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/vin-vacanti,http://www.linkedin.com/in/viniciusvacanti
Anand Babu Periasamy,"Minio, Inc.",2014.0,0.0,0.0,Annamalai University,Computer Science,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/anand-babu-periasamy,https://www.linkedin.com/in/abperiasamy
Manu Mathew,Visual IQ,2006.0,0.0,0.0,Rochester Institute of Technology,Mechanical Engineering,BS,,Rochester Institute of Technology,,MS,0.0,17.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/manu-mathew,http://www.linkedin.com/pub/manu-mathew/0/74/209
T.J. Clark,TurnKey Vacation Rentals,2012.0,0.0,0.0,University of Notre Dame,Biology,BS,1991.0,Loyola University,Law,JD,0.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/tj-clark,http://www.linkedin.com/in/tjclark
Nick Francis,Help Scout,2011.0,0.0,0.0,Middle Tennessee State University,Business,BS,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nick-francis,http://www.linkedin.com/in/nickfrancis1
